Gene name	Human gene name
Hsd17b3	HSD17B3
	TTC24
Ptgs2	PTGS2
Snca	SNCA
	R3HCC1L
Fam217b	FAM217B
Apom	APOM
Dvl3	DVL3
Gabra1	GABRA1
Gtf3c3	GTF3C3
Esco1	ESCO1
Bicc1	BICC1
	AKR1B10
Krt4	KRT4
Nlrp14	NLRP14
Cfap47	
Lime1	LIME1
Tlx2	TLX2
Lrrtm2	LRRTM2
Ppp4r4	PPP4R4
Osbpl11	OSBPL11
Hars2	HARS2
Cog3	COG3
B3glct	B3GLCT
Hoxc6	HOXC6
Slc25a4	SLC25A4
Npy	NPY
Smug1	SMUG1
	CYP4F12
	CYP4A11
	CYP4A22
	CYP4F11
Parvb	PARVB
Kdm1a	KDM1A
Swsap1	SWSAP1
Cysrt1	CYSRT1
Clpx	CLPX
Hr	HR
Tsn	TSN
Wipf3	WIPF3
Cdh15	CDH15
Eif2b5	EIF2B5
Sirt2	SIRT2
Wdr36	WDR36
Irak3	IRAK3
Ptk2b	PTK2B
Pnkp	PNKP
Fmo6	
Dip2c	DIP2C
Bean1	BEAN1
Cfap100	CFAP100
Mier3	MIER3
Rbfox2	RBFOX2
	TGOLN2
Trim9	TRIM9
Iqcm	IQCM
Tmem147	TMEM147
Lnpk	LNPK
Nckap1l	NCKAP1L
Mrm3	MRM3
Hsf1	HSF1
Tm4sf19	TM4SF19
	MTMR14
Tlcd5	TLCD5
Hmgxb3	HMGXB3
Frmd4a	FRMD4A
Fkrp	FKRP
Nfyc	NFYC
Edem3	EDEM3
Cxcl12	CXCL12
Utp15	UTP15
Zcwpw1	ZCWPW1
Esco2	ESCO2
Six1	SIX1
Slc15a1	SLC15A1
	SLC39A10
Abi1	ABI1
Cmbl	CMBL
1810030O07Rik	CXorf38
	SNRPD2
Pi4k2a	PI4K2A
Kansl1	KANSL1
Lin28a	LIN28A
Ldlrap1	LDLRAP1
Nr1d1	NR1D1
	ACTL6A
Arhgap23	ARHGAP23
Celsr3	CELSR3
Hfm1	HFM1
	FRAT1
Kif1b	KIF1B
Fbxl3	FBXL3
Stk17b	STK17B
Rnf185	RNF185
	MAPKBP1
Iah1	IAH1
Chrnd	CHRND
	RPL4
Sfrp4	SFRP4
Mcm4	MCM4
Xk	XK
Fcgr4	FCGR3A
Fcgr4	FCGR3B
Lrtm2	LRTM2
Hoxc5	HOXC5
Rpl22l1	RPL22L1
Amdhd1	AMDHD1
	SLC14A2
Cthrc1	CTHRC1
Cts8	
Kcnk1	KCNK1
Pals2	PALS2
Ppdpf	PPDPF
Pou4f2	POU4F2
Hoxc4	HOXC4
Tmem207	TMEM207
Rfx1	RFX1
Rnf126	RNF126
Mydgf	MYDGF
Lig4	LIG4
Aadac	AADAC
	TMEM181
Rbpms	RBPMS
Pcbp2	PCBP2
Lmx1a	LMX1A
Kifc3	KIFC3
Gemin7	GEMIN7
Gtf2f2	GTF2F2
Serpine3	SERPINE3
Hal	HAL
Tmem269	
Ubr5	UBR5
Btbd1	BTBD1
Fam53c	FAM53C
Spata25	SPATA25
Hnmt	HNMT
Bahcc1	BAHCC1
Zcchc8	ZCCHC8
Dcaf12	DCAF12
2810004N23Rik	C1orf131
Lacc1	LACC1
Gapdhs	GAPDHS
Slc27a1	SLC27A1
Selenov	SELENOV
Cdc42ep4	CDC42EP4
Kmt5b	KMT5B
Shisa2	SHISA2
Sntb1	SNTB1
Vasp	VASP
	GLO1
Stk11ip	STK11IP
Gm14137	C15orf62
Mccc1	MCCC1
Nobox	NOBOX
	PPP2CB
Arl6ip4	ARL6IP4
Myo1a	MYO1A
Dazl	DAZL
B9d2	B9D2
Akt1s1	AKT1S1
Golim4	GOLIM4
Cyb5r3	CYB5R3
Asic1	ASIC1
Sctr	SCTR
Gabrb1	GABRB1
Il18bp	IL18BP
Fam117a	FAM117A
Zfp9	ZNF25
Inhbb	INHBB
Egfl6	EGFL6
Vars2	VARS2
Tmprss2	TMPRSS2
	HRC
Spata7	SPATA7
Sorcs1	SORCS1
Slc38a10	SLC38A10
Itpk1	ITPK1
Glg1	GLG1
	CABP1
Dapk2	DAPK2
Ccdc30	CCDC30
Slc38a9	SLC38A9
Smyd4	SMYD4
Scamp1	SCAMP1
Cbx5	CBX5
Gfy	GFY
Ankdd1b	ANKDD1B
Myh13	MYH13
Khsrp	KHSRP
	PSMD8
	SHPRH
Acvr1c	ACVR1C
Bace2	BACE2
Arl16	ARL16
Gpr158	GPR158
Syf2	SYF2
Zmpste24	ZMPSTE24
Calcb	CALCB
Fbxo42	FBXO42
	MFF
Adad2	ADAD2
Vill	VILL
Clgn	CLGN
Prcp	PRCP
Alox5	ALOX5
	GUCY1A1
Epsti1	EPSTI1
Pdgfra	PDGFRA
Egfl7	EGFL7
Zfp420	ZNF721
Pitpna	PITPNA
Flywch1	FLYWCH1
	SP100
Mcoln3	MCOLN3
Brip1	BRIP1
Fyco1	FYCO1
	FOXN2
Saysd1	SAYSD1
	BDP1
Cttn	CTTN
Spp2	SPP2
Ier3	IER3
Irf6	IRF6
Ppl	PPL
Elac2	ELAC2
Gpr63	GPR63
	CFAP251
Pcp4l1	PCP4L1
Fam228a	FAM228A
Ptbp2	PTBP2
Fhip2b	FHIP2B
Nsun5	NSUN5
Zkscan8	ZKSCAN8
Ppia	PPIA
Ttc8	TTC8
Agpat3	AGPAT3
Or1j21	
Ttc13	TTC13
Naa10	NAA10
Armc1	ARMC1
Polr2l	POLR2L
Slc50a1	SLC50A1
Uqcc1	UQCC1
Zbtb7a	ZBTB7A
Commd8	COMMD8
Ccdc22	CCDC22
Tgm5	TGM5
Rd3	RD3
Dusp8	DUSP8
Brd4	BRD4
Sort1	SORT1
Cd109	CD109
Lmod2	LMOD2
Btg4	BTG4
Frmpd4	FRMPD4
Bri3bp	BRI3BP
Tdh	
	TAGAP
Cdhr3	CDHR3
Gba2	GBA2
Cdc40	CDC40
Klhl5	KLHL5
Fam229b	FAM229B
Gm5901	C11orf42
Mfsd9	MFSD9
Kcnb1	KCNB1
Tnni2	TNNI2
Vasn	VASN
Pgbd5	PGBD5
Tor1b	TOR1B
Pik3r6	PIK3R6
Maneal	MANEAL
N4bp1	N4BP1
Tafa1	TAFA1
Ace3	
Ankmy2	ANKMY2
Foxg1	FOXG1
	CLPB
Baiap2	BAIAP2
Psmd11	PSMD11
Tlr11	
Glul	GLUL
Krt79	KRT79
Sestd1	SESTD1
Cngb3	CNGB3
Ascl2	ASCL2
Syk	SYK
Trmt2b	TRMT2B
Ctsg	CTSG
Ankrd37	ANKRD37
Mblac2	MBLAC2
Stk4	STK4
	SRSF6
Phlda2	PHLDA2
Zap70	ZAP70
S100a8	S100A8
Crabp1	CRABP1
Gchfr	GCHFR
Ppp4r3b	PPP4R3B
Sall1	SALL1
Fbxo9	FBXO9
Fga	
Cd151	CD151
Ergic1	ERGIC1
Dhx57	DHX57
Gatb	GATB
	UNC80
Cd70	CD70
Ism1	ISM1
Adgrl3	ADGRL3
Sidt1	SIDT1
5730409E04Rik	C1orf216
AI661453	C6orf132
Clmn	CLMN
	HEATR1
Armcx5	ARMCX5
Ulk2	ULK2
Efcab5	EFCAB5
Tmem253	TMEM253
Otx1	OTX1
Ppm1m	PPM1M
Cntn1	CNTN1
Nyap2	NYAP2
Jmjd8	JMJD8
Dnajb11	DNAJB11
Golga7b	GOLGA7B
Pspn	PSPN
Msantd1	MSANTD1
Mob2	MOB2
Gabrr1	GABRR1
Mturn	MTURN
	GPRC5C
Pgr	PGR
Tm6sf1	TM6SF1
Ptpn7	PTPN7
Il1r2	IL1R2
Prpf38b	PRPF38B
Pcm1	PCM1
Hmcn2	HMCN2
	TMEM276-ZFTRAF1
Arg2	ARG2
	TRAF3IP2
Asb8	ASB8
Icosl	ICOSLG
Il17rb	IL17RB
Antxr1	ANTXR1
Rnf141	RNF141
Gngt2	GNGT2
Mrps12	MRPS12
Aspn	ASPN
Trim62	TRIM62
Morn3	MORN3
Slc35f3	SLC35F3
	CIMIP4
Cyb5r4	CYB5R4
Matn1	MATN1
Cav3	CAV3
Ndufa13	NDUFA13
Tdrkh	TDRKH
Mrps18b	MRPS18B
Sting1	STING1
Gabra5	GABRA5
	MUC6
Ndufb6	NDUFB6
Kpna7	KPNA7
Treml1	TREML1
Tmprss6	TMPRSS6
Ola1	OLA1
Pde1b	PDE1B
Sapcd2	SAPCD2
Epha10	EPHA10
Ankrd16	ANKRD16
Med18	MED18
Loxl2	LOXL2
Mroh2a	MROH2A
Fbxo38	FBXO38
Yipf3	YIPF3
Lrrc51	LRRC51
Fam13a	FAM13A
Hnrnpa1	
Dnase2b	DNASE2B
Aox3	
Icos	ICOS
Mrpl32	MRPL32
Morn1	MORN1
	EIF3J
	CD68
Ahsa2	
Tspan4	TSPAN4
Zfp467	ZNF467
	FNTB
Tafa3	TAFA3
Ercc5	ERCC5
	FDXR
Rbmx2	RBMX2
Samm50	SAMM50
Exoc3l2	EXOC3L2
Ccm2	CCM2
Sema6c	SEMA6C
Kat2a	KAT2A
Txlnb	TXLNB
Trpm7	TRPM7
Fggy	FGGY
Noxo1	NOXO1
Antxrl	ANTXRL
Ndufb11	NDUFB11
Napsa	NAPSA
Ube2i	UBE2I
Ell3	ELL3
Tbx10	
Fam241a	FAM241A
Coa6	COA6
Acot6	ACOT6
Atrip	ATRIP
Fgf9	FGF9
Crtc1	CRTC1
Psma5	PSMA5
Itgb3bp	ITGB3BP
Mrpl1	MRPL1
Tnk2	TNK2
Pcgf1	PCGF1
Topors	TOPORS
Mfrp	MFRP
Enox1	ENOX1
	VN1R5
Shkbp1	SHKBP1
Map3k12	MAP3K12
Stx6	STX6
Dync2li1	DYNC2LI1
Wnk3	WNK3
Ctsk	CTSK
Gls2	GLS2
Cox19	COX19
P3h3	P3H3
Hps1	HPS1
Rbm17	RBM17
Adra1a	ADRA1A
Lingo4	LINGO4
Sct	SCT
Ptrhd1	PTRHD1
Iapp	IAPP
Steep1	STEEP1
Chil6	CHIA
Mageb16	MAGEB16
Clps	CLPS
Myl6	MYL6
Tfap2e	TFAP2E
Exosc10	EXOSC10
Stox2	STOX2
Ido2	IDO2
1810024B03Rik	
Haao	HAAO
Lonrf1	LONRF1
Sp2	SP2
Aldh3a2	ALDH3A2
Csf1	CSF1
Col1a1	COL1A1
Ppp1r14d	PPP1R14D
Gimd1	GIMD1
Tenm4	TENM4
	TRPS1
Zmynd10	ZMYND10
Ppp6c	PPP6C
Prorp	PRORP
Esr2	ESR2
Chrd	CHRD
Anapc15-ps	
Elp6	ELP6
Cdc123	CDC123
Degs2	DEGS2
Krt40	KRT40
Psca	PSCA
Rbm19	RBM19
Ppp6r3	PPP6R3
Npsr1	NPSR1
Prkcq	PRKCQ
Hp	HPR
Hp	HP
Rmdn3	RMDN3
Fbln7	FBLN7
Fam3d	FAM3D
Mmp25	MMP25
Msrb1	MSRB1
Zfp703	ZNF703
Morn4	MORN4
Slc48a1	SLC48A1
Mns1	MNS1
Rwdd2a	RWDD2A
Arrdc5	ARRDC5
Zfp707	
Kcnk16	KCNK16
Brs3	BRS3
Fdxacb1	FDXACB1
Adcy3	ADCY3
Dnd1	DND1
Erlin1	ERLIN1
Slc23a4	
S100a14	S100A14
Rimbp2	RIMBP2
	ZMYM5
Uba5	UBA5
Trir	TRIR
Cracr2b	CRACR2B
Sfrp5	SFRP5
Usp33	USP33
Birc7	BIRC7
Msl1	MSL1
Sde2	SDE2
Cdk2	CDK2
Myf6	MYF6
Pcdhgc5	PCDHGC5
Lcor	LCOR
Rab6b	RAB6B
Capn7	CAPN7
Sec11c	SEC11C
Il10ra	IL10RA
Asb15	ASB15
Magea13	MAGEA8
Magea13	MAGEA4
Magea13	MAGEA11
Magea13	MAGEC2
Magea13	MAGEC1
Magea13	MAGEC3
Magea13	MAGEA12
Magea13	MAGEA2B
Magea13	MAGEA2
Plekha3	PLEKHA3
Fhl5	FHL5
Tbp	TBP
Zfp101	
Cilp	CILP
Hsd11b2	HSD11B2
Dhtkd1	DHTKD1
Blvrb	BLVRB
Or6c214	
2410004B18Rik	C1orf52
Add2	ADD2
Metap1d	METAP1D
Rec8	REC8
Rasl11a	RASL11A
Map1a	MAP1A
Tpp2	TPP2
Csn1s2a	
Chac2	CHAC2
	VOPP1
Trcg1	
Cramp1	CRAMP1
Slc52a2	SLC52A2
Eif2b1	EIF2B1
Yipf2	YIPF2
Sat1	SAT1
Orc2	ORC2
Lrp1b	LRP1B
Grk1	GRK1
Vps33a	VPS33A
Opalin	OPALIN
Pla1a	PLA1A
Cd72	CD72
Usp45	USP45
Marchf11	MARCHF11
Os9	OS9
Fam151a	FAM151A
Eif6	EIF6
Psph	PSPH
	CIR1
Slc7a8	SLC7A8
Rnf114	RNF114
Tnxb	TNXB
Ncdn	NCDN
Fkbp14	FKBP14
Dpy19l1	DPY19L1
Pcdh1	PCDH1
Sync	SYNC
Polrmt	POLRMT
Zfp644	ZNF644
Fes	FES
Ss18	SS18
Cecr2	CECR2
Rassf6	RASSF6
Ppfia1	PPFIA1
Crtac1	CRTAC1
Wfdc13	WFDC13
Gdnf	GDNF
Pld2	PLD2
Msh2	MSH2
Sult1b1	SULT1B1
Dynlrb1	DYNLRB1
Cdon	CDON
Rbpms2	RBPMS2
Heatr9	HEATR9
Slc9a5	SLC9A5
Smarcd1	SMARCD1
Duoxa2	DUOXA2
Cd63	CD63
Calm2	CALM2
Lrrc46	LRRC46
Skic8	SKIC8
Tmem80	TMEM80
Fos	FOS
Slc25a1	SLC25A1
Nkx2-3	NKX2-3
Mettl21e	METTL21EP
Alas1	ALAS1
Tmem233	TMEM233
	SLC35C2
Tnc	TNC
Zc2hc1b	ZC2HC1B
Jarid2	JARID2
Cryga	CRYGA
Cd86	CD86
Lin37	LIN37
Rcbtb1	RCBTB1
Mycbp2	MYCBP2
Gas1	GAS1
Syt8	SYT8
Kyat1	KYAT1
Tfap4	TFAP4
Ccbe1	CCBE1
Cd93	CD93
1700088E04Rik	C22orf23
Pip4k2c	PIP4K2C
Syngr4	SYNGR4
Stpg3	STPG3
Taok1	TAOK1
Zfpm2	ZFPM2
Armh3	ARMH3
Gpat4	GPAT4
Srsf10	SRSF10
Pot1a	POT1
Tnfaip3	TNFAIP3
Cldn11	CLDN11
Alg3	ALG3
Lipt2	LIPT2
Nkx6-1	NKX6-1
Zkscan6	ZNF18
Cd80	CD80
	COPZ1
Slc17a9	SLC17A9
Mpv17	MPV17
S100a5	S100A5
Pcnx2	PCNX2
Cdkn2c	CDKN2C
Lcn11	
	MED21
Ccdc163	
Slc27a6	SLC27A6
Dlgap1	DLGAP1
Cert1	CERT1
Ccdc115	CCDC115
Cd300e	CD300E
Cdc26	CDC26
Mtfmt	MTFMT
Ubap1l	UBAP1L
Parp11	PARP11
Lrrc73	LRRC73
Phf24	PHF24
Gpr155	GPR155
Retn	RETN
BC031181	C18orf32
Smg7	SMG7
Atraid	ATRAID
	GZMH
Ccdc157	CCDC157
Ren1	REN
	FAM133B
Ankmy1	ANKMY1
Serpinc1	SERPINC1
Slc35d3	SLC35D3
Nedd8	NEDD8
Pdk1	PDK1
Gm1673	C4orf48
C030006K11Rik	C8orf82
Cyp4v3	CYP4V2
Stard10	STARD10
Grin2c	GRIN2C
Ap2s1	AP2S1
Pkd2l2	PKD2L2
Mcc	MCC
Kcnd3	KCND3
Tssk5	
Slc45a2	SLC45A2
Macf1	MACF1
Pou6f1	POU6F1
Rxrg	RXRG
Serpinh1	SERPINH1
Pard3b	PARD3B
Ckap2	CKAP2
	CPSF4L
Nck1	NCK1
Hsp90b1	HSP90B1
Trpv3	TRPV3
	TMEM52
Hdhd2	HDHD2
Riok2	RIOK2
Cpne3	CPNE3
	SSB
4933405L10Rik	C16orf86
1700001K19Rik	
Clip2	CLIP2
Ppif	PPIF
Mafk	MAFK
Tmem220	TMEM220
Ankfn1	ANKFN1
Ubtd1	UBTD1
Ccdc82	CCDC82
Mink1	MINK1
Sh3tc2	SH3TC2
Tmem54	TMEM54
Cars	CARS1
Sohlh1	SOHLH1
Jakmip2	JAKMIP2
Hspb1	HSPB1
Klhl38	KLHL38
Tmem104	TMEM104
Atad5	ATAD5
Riox1	RIOX1
Cox15	COX15
Golga2	GOLGA6C
Golga2	GOLGA8T
Golga2	GOLGA8B
Golga2	GOLGA8J
Golga2	GOLGA8A
Golga2	GOLGA8O
Golga2	GOLGA6D
Golga2	GOLGA8K
Golga2	GOLGA8N
Golga2	GOLGA6A
Golga2	GOLGA6B
Golga2	GOLGA8R
Golga2	GOLGA8H
Golga2	GOLGA8Q
Golga2	GOLGA8F
Golga2	GOLGA8G
Golga2	GOLGA8M
Golga2	GOLGA8S
Golga2	GOLGA2
Capn9	CAPN9
Fmo1	FMO1
Gm4131	C13orf42
Scd3	
Tmem100	TMEM100
Tnfrsf9	TNFRSF9
Tbx1	TBX1
Zfp296	ZNF296
Ntmt2	NTMT2
Cspp1	CSPP1
Plb1	PLB1
Pramex1	
	OR9K2
Ankrd9	ANKRD9
Hat1	HAT1
	DDX56
Coil	COIL
Mrps26	MRPS26
Tfap2c	TFAP2C
Slc25a22	SLC25A22
Scaf1	SCAF1
Slc10a7	SLC10A7
Rad9b	RAD9B
Ppm1f	PPM1F
Ubash3a	UBASH3A
Dnmt1	DNMT1
Shisa7	SHISA7
Efnb1	EFNB1
Ift46	IFT46
	RAD51
Rpain	RPAIN
Obp2a	OBP2A
Obp2a	OBP2B
Slc25a14	SLC25A14
Igf2	IGF2
Tulp1	TULP1
Tnfrsf21	TNFRSF21
Ppfia3	PPFIA3
Rhou	RHOU
Cnrip1	CNRIP1
Gltpd2	GLTPD2
	PRDM10
Sv2a	SV2A
Fancb	FANCB
Mlxipl	MLXIPL
Adrb3	ADRB3
Loxl4	LOXL4
	TMA7
Dnlz	DNLZ
Sdc4	SDC4
Cemip	CEMIP
Nif3l1	NIF3L1
	IDI2
Chchd1	CHCHD1
Rab4a	RAB4A
	DNAH9
	PDLIM2
Tmsb10b	TMSB10
Ubl4a	UBL4A
Usp50	USP50
Crocc2	CROCC2
Uggt1	UGGT1
B4galt4	B4GALT4
Diras2	DIRAS2
Sgcg	SGCG
Hif1an	HIF1AN
Ncor1	NCOR1
Arrdc2	ARRDC2
Nalf2	NALF2
Kdelr2	KDELR2
Pla2g7	PLA2G7
Zkscan7	ZKSCAN7
Gpr142	GPR142
Mrto4	MRTO4
Rtf1	RTF1
Pmf1	PMF1
Muc5ac	MUC5AC
Prkra	PRKRA
Ak1	AK1
Ankrd44	ANKRD44
Tpd52	TPD52
Cdkn2b	CDKN2B
	RNF25
Clns1a	CLNS1A
Wdr82	WDR82
	ZNF395
Cdhr4	CDHR4
Surf4	SURF4
	MYEF2
Kif19a	KIF19
Atf1	ATF1
Plxna3	PLXNA3
Fibcd1	FIBCD1
Efemp1	EFEMP1
Zfp280d	ZNF280D
Dtx3	DTX3
Foxo4	FOXO4
Kcnip2	KCNIP2
Myog	MYOG
Rbmx	RBMXL1
Rbmx	RBMX
Tmem30a	TMEM30A
Gzf1	GZF1
Galr3	GALR3
S100a13	S100A13
Dazap2	DAZAP2
Shank1	SHANK1
Rabif	RABIF
Klhl23	KLHL23
Uqcc5	UQCC5
Cplx2	CPLX2
Tmem88	TMEM88
Gdpd2	GDPD2
Slc38a6	SLC38A6
Shcbp1	SHCBP1
Pop5	POP5
Gbp7	GBP4
Mycl	MYCL
Pax1	PAX1
Togaram1	TOGARAM1
Khdc4	KHDC4
Pkp4	PKP4
Yju2	YJU2
Dab2ip	DAB2IP
Dnmt3l	DNMT3L
Cyyr1	CYYR1
	SAMHD1
Pnpla2	PNPLA2
Lrrc38	LRRC38
Rnase13	RNASE13
Panx3	PANX3
Hipk4	HIPK4
Pdlim4	PDLIM4
Nacc2	NACC2
Sec31b	SEC31B
Lrrc71	LRRC71
Appl1	APPL1
Thap7	THAP7
Hpcal4	HPCAL4
Card14	CARD14
	COL4A4
Fbxo46	FBXO46
Pdia2	PDIA2
Zfp367	ZNF367
Srxn1	SRXN1
Rcc2	RCC2
Catsperb	CATSPERB
Zmynd11	ZMYND11
Slc66a2	SLC66A2
Apoc4	APOC4
Tmx4	TMX4
Epg5	EPG5
Abl1	ABL1
Kcnh1	KCNH1
Arv1	ARV1
Clec18a	CLEC18A
Clec18a	CLEC18C
Clec18a	CLEC18B
Matk	MATK
Marcksl1	MARCKSL1
E2f3	E2F3
Camk2b	CAMK2B
Tsen34	TSEN34
Bloc1s1	BLOC1S1
Ppp1r14c	PPP1R14C
Gjb4	GJB4
	CENPS
Thrap3	THRAP3
Zfyve19	ZFYVE19
Nap1l4	NAP1L4
Rchy1	RCHY1
Fkbp5	FKBP5
Osmr	OSMR
Slx4ip	SLX4IP
Hes5	HES5
Mcf2l	MCF2L
Tifab	TIFAB
Snorc	SNORC
St6gal2	ST6GAL2
Hes2	HES2
Arglu1	ARGLU1
Med15	MED15
Sgcz	SGCZ
Tmem9b	TMEM9B
Dkk3	DKK3
Vezf1	VEZF1
Psmc1	PSMC1
Alg9	ALG9
Prcc	PRCC
Sucnr1	SUCNR1
Prlhr	PRLHR
Fignl2	FIGNL2
Eps8l3	EPS8L3
Cyp2r1	CYP2R1
Tango2	TANGO2
Iqcc	IQCC
	EGLN1
Ubox5	UBOX5
Piga	PIGA
Rab40b	RAB40B
Pla2g12a	PLA2G12A
Igdcc3	IGDCC3
Cxcl5	CXCL6
Rnf145	RNF145
Ngfr	NGFR
Cenpt	CENPT
	TENM3
Sgtb	SGTB
Vgll1	VGLL1
Ndufaf1	NDUFAF1
Pidd1	PIDD1
Wdr72	WDR72
Ankrd54	ANKRD54
Slc1a4	SLC1A4
Defb43	DEFB131A
Defb43	DEFB131B
Cbln3	CBLN3
Spink2	SPINK2
Kl	KL
Amz1	AMZ1
Ankrd33	ANKRD33
Fbn1	FBN1
Tnfrsf19	TNFRSF19
Pdcd2	PDCD2
Wasl	WASL
Hic2	HIC2
	CTNNAL1
Llgl1	LLGL1
Prss51	PRSS51
Ackr2	ACKR2
Dio1	DIO1
Pvalb	PVALB
Cnot6	CNOT6
Coa8	COA8
Tns1	TNS1
E4f1	E4F1
Dysf	DYSF
Nus1	NUS1
Mucl3	MUCL3
Tarbp2	TARBP2
Ablim3	ABLIM3
Camk2a	CAMK2A
Acot12	ACOT12
Spaca9	SPACA9
Zcchc7	ZCCHC7
Tmem120a	TMEM120A
Jpt1	JPT1
Lztfl1	LZTFL1
Glra4	
Klhl24	KLHL24
Zfp143	ZNF143
Nxf7	NXF2
Nxf7	NXF2B
E130308A19Rik	KIAA1958
Eif4e3	EIF4E3
Grin1	GRIN1
S100a11	S100A11
P2ry13	P2RY13
Spata24	SPATA24
Pcdhb22	PCDHB15
Adprm	ADPRM
Psmd4	PSMD4
Mrpl9	MRPL9
Bco2	BCO2
Itih4	ITIH4
Katnal2	KATNAL2
Tspan32	TSPAN32
Atp5f1a	ATP5F1A
Srp14	SRP14
	USP15
	WWC2
Ift27	IFT27
Pde6h	PDE6H
Bik	BIK
Manea	MANEA
	SYNE1
	TCTN2
Pbx1	PBX1
Car14	CA14
Cdan1	CDAN1
Ppp2r2a	PPP2R2A
Kctd18	KCTD18
Gga1	GGA1
Rfwd3	RFWD3
Tsr3	TSR3
Fam120a	
Vps28	VPS28
U90926	
Ilk	ILK
Lysmd1	LYSMD1
Slc5a4a	SLC5A4
Mrgpre	MRGPRE
Bmt2	BMT2
Btbd17	BTBD17
Trmt1l	TRMT1L
Dlg4	DLG4
Ska2	SKA2
Ddx4	DDX4
Pik3ca	PIK3CA
Rprd2	RPRD2
Mrfap1	MRFAP1L2
Mrfap1	MRFAP1
Mrfap1	MRFAP1L1
	KIAA1210
Clta	CLTA
Abhd11	ABHD11
Ncstn	NCSTN
Hic1	HIC1
Pdzk1ip1	PDZK1IP1
Kctd15	KCTD15
Irf7	IRF7
Grk4	GRK4
Mfng	MFNG
Sgsm1	SGSM1
Cyp2t4	
Myl6b	MYL6B
	DHX8
Jund	JUND
Ighmbp2	IGHMBP2
	PTPA
Mtfp1	MTFP1
Irag2	IRAG2
Serp2	SERP2
Ldb2	LDB2
Col2a1	COL2A1
Eaf2	EAF2
Ece1	ECE1
Cklf	CKLF
	RRP7A
Nup62	NUP62
Npr2	NPR2
Hnf1a	HNF1A
Cd40lg	CD40LG
Actg2	ACTG2
Tmem208	TMEM208
Zxdc	ZXDC
Dipk1c	DIPK1C
Psma6	PSMA6
Tmem59	TMEM59
Postn	POSTN
Xpc	XPC
Ap2a2	AP2A2
Vgll2	VGLL2
	TEX2
Pusl1	PUSL1
Shc1	SHC1
Pon2	PON2
Nras	NRAS
Isca2	ISCA2
Rhbdd2	RHBDD2
Ano2	ANO2
Dhx58	DHX58
Idh2	IDH2
Tmem256	TMEM256
Timm44	TIMM44
Trnp1	TRNP1
Atf5	ATF5
	CFLAR
Rev1	REV1
Itpr3	ITPR3
Urad	
Ccsap	CCSAP
Slc22a18	SLC22A18
Zfp871	
Trappc3	TRAPPC3
Prxl2a	PRXL2A
Myo5c	MYO5C
Sema5b	SEMA5B
Ccdc127	CCDC127
Bsx	BSX
	PRRT1
Fanci	FANCI
2310033P09Rik	C1orf35
Necab1	NECAB1
Ahsg	AHSG
Tsnax	TSNAX
Nkx2-1	NKX2-1
Chid1	CHID1
Nfya	NFYA
St3gal3	ST3GAL3
Tmem165	TMEM165
Tafa4	TAFA4
	STK38
Mon1a	MON1A
	ACAA1
Bricd5	BRICD5
Ccl20	CCL20
Tbcb	TBCB
Gabrg2	GABRG2
Aurkb	AURKB
Prss38	PRSS38
Lmnb2	LMNB2
Map4k1	MAP4K1
Iqce	
Hmgcs2	HMGCS2
Pgghg	PGGHG
Tprgl	TPRG1L
Garem2	GAREM2
Crb3	CRB3
Ugt2b1	
Ccdc110	
Taf12	TAF12
Efcab14	EFCAB14
	SH3BP1
Capza2	CAPZA2
Plekhb1	PLEKHB1
Rtl6	RTL6
Usp8	USP8
Rpusd1	RPUSD1
Sipa1l2	SIPA1L2
	GPR108
Spata4	SPATA4
Tff1	TFF1
Mst1	MST1
1700016C15Rik	SPMIP3
Hras	HRAS
Eya2	EYA2
	HIF1A
Pttg1	PTTG1
Pttg1	PTTG2
Stom	STOM
Arhgap4	ARHGAP4
Rrp15	RRP15
Rhbdl3	RHBDL3
Snap47	SNAP47
Sfrp1	SFRP1
Eif5a2	EIF5A2
Gm12695	C1orf87
	NR3C1
Pfas	PFAS
Slc25a34	SLC25A34
Gm13420	PRRT1B
Ptdss2	PTDSS2
Ddx24	DDX24
Dcst2	DCST2
Mfap5	MFAP5
1700014D04Rik	SPATA31E1
Shisal2a	SHISAL2A
Tubb5	TUBB
Pcdhb21	
Tbc1d24	TBC1D24
Map3k9	MAP3K9
Ctnnd1	CTNND1
	TRPM8
Rbm48	RBM48
Cbarp	CBARP
Zfp286	ZNF286A
Spata31d1c	SPATA31D3
Spata31d1c	SPATA31D1
Spata31d1c	SPATA31D4
Ecm2	ECM2
Tbcd	TBCD
Cnga1	CNGA1
Tapt1	TAPT1
Ctu2	CTU2
Bgn	BGN
Nlrp3	NLRP3
Naa38	NAA38
Hormad1	HORMAD1
Ddx55	DDX55
Rhobtb3	RHOBTB3
Ly6g6f	LY6G6F
Bpnt1	BPNT1
Snx33	SNX33
Dpp8	DPP8
Deaf1	DEAF1
Grpr	GRPR
Acap1	ACAP1
Cdk12	CDK12
Glra2	GLRA2
Mix23	MIX23
A4galt	A4GALT
Colgalt2	COLGALT2
	RRBP1
Dap	DAP
Itga7	ITGA7
Gmip	GMIP
Mvd	MVD
Haus7	HAUS7
Prpf40a	PRPF40A
Rad54l	RAD54L
Asf1b	ASF1B
Tomm70a	TOMM70
Rpap1	RPAP1
Cd160	CD160
Setmar	
Lig3	LIG3
	SMIM38
